Index,RestaurantID,RestaurantName,RestaurantCity,RestaurantAttributes
626,359B,MICHELA'S,Boston,Business Scene Cafe/Garden Dining Catering for Special Events Extraordinary Decor Extraordinary Food Fabulous Wine Lists Game Good Out of Town Business Great for People Watching Hip Place To Be Italian Nuova Cucina $30-$50 Power Brokers Private Parties Private Rooms Available Romantic Extraordinary Service Singles Scene Wheelchair Access 
627,360B,Bennigan's,Boston,American (Traditional) Good Decor Good Food Focus on Dessert For the Young and Young at Heart Fountain and Ice Cream Good for Younger Kids Health Conscious Menus Late Night Menu $15-$30 Good Service Singles Scene Weekend Dining Wheelchair Access 
628,361B,Bangkok Bistro,Boston,Creative Good Decor Delivery Available Excellent Food For the Young and Young at Heart No Reservations $15-$30 Excellent Service Takeout Available Thai Weekend Dining 
629,362B,Aku-Aku,Boston,Chinese Good Decor Good Food below $15 Polynesian Good Service 
630,363B,Pho Pasteur,Boston,Fair Decor Delivery Available Extraordinary Food Open for Breakfast below $15 Quirky Excellent Service Vietnamese Weekend Dining Wheelchair Access 
631,364B,CORNUCOPIA,Boston,American (Contemporary) Business Scene Creative Catering for Special Events Extraordinary Decor Extraordinary Food Fabulous Wine Lists Game $30-$50 Private Parties Private Rooms Available Romantic Extraordinary Service Warm spots by the fire Wheelchair Access 
632,365B,JIMMY'S HARBORSIDE,Boston,Excellent Decor Excellent Food Fabulous Wine Lists Happy Hour $15-$30 Private Parties Private Rooms Available Relaxed Senior Scene Excellent Service Seafood Weekend Dining 
633,366B,Bernard's,Boston,Chinese Good Decor Excellent Food Good for Younger Kids $15-$30 Relaxed Senior Scene Excellent Service Weekend Dining Wheelchair Access 
634,367B,FILIPPO RISTORANTE,Boston,Business Scene Catering for Special Events Excellent Decor Excellent Food Fabulous Wine Lists Good for Younger Kids Italian (Northern) Italian (Southern) $15-$30 Parking/Valet Private Parties Private Rooms Available Excellent Service Singles Scene Weekend Dining Wheelchair Access 
635,368B,GRILL 23,Boston,Business Scene Catering for Special Events Extraordinary Decor Extraordinary Food Fabulous Wine Lists Game Good Out of Town Business Great for People Watching Grills Hip Place To Be $30-$50 Parking/Valet Power Brokers Private Parties Extraordinary Service Steakhouses Weekend Dining 
636,369B,HAMERSLEY'S BISTRO,Boston,American (Contemporary) Excellent Decor Eclectic Near-perfect Food Fabulous Wine Lists Game Hip Place To Be $30-$50 Parking/Valet Extraordinary Service Very Busy - Reservations a Must Wheelchair Access 
637,370B,TAPAS,Boston,Good Decor Eclectic Excellent Food International Late Night Menu $15-$30 Private Parties Private Rooms Available Excellent Service Spanish Traditional Weekend Dining Wheelchair Access 
638,371B,Eagle Brook Saloon,Boston,American (Traditional) Cafe/Garden Dining Good Decor Dining Outdoors Good Food Late Night Menu $15-$30 Private Parties Private Rooms Available Quirky Good Service Singles Scene Weekend Dining Wheelchair Access 
639,372B,IMPERIAL TEA HOUSE,Boston,Chinese Fair Decor Excellent Food Good for Younger Kids Late Night Menu below $15 Good Service Takeout Available 
640,373B,Union Street Cafe,Boston,Cafe/Garden Dining Good Decor Dancing Dining Outdoors Early Dining Entertainment Excellent Food Focus on Dessert Fountain and Ice Cream International $15-$30 Pre-theater Dining Private Parties Private Rooms Available Good Service Takeout Available Weekend Dining 
641,374B,KEBAB-N-KURRY,Boston,Fair Decor Delivery Available Excellent Food Indian $15-$30 Good Service Takeout Available Weekend Dining 
642,375B,ROCCO'S,Boston,Business Scene Extraordinary Decor Excellent Food Fabulous Wine Lists Game Great for People Watching Health Conscious Menus Hip Place To Be International $15-$30 Parking/Valet Private Parties Private Rooms Available Quirky Excellent Service Singles Scene Weekend Dining Wheelchair Access 
643,376B,J.C. HILLARY'S LTD.,Boston,American (Contemporary) American (Traditional) Good Decor Delivery Available Good Food Happy Hour Late Night Menu $15-$30 Parking/Valet Excellent Service Weekend Dining Wheelchair Access 
644,377B,Sunset Grill & Tap,Boston,Good Decor Delivery Available Eclectic Excellent Food Happy Hour Late Night Menu below $15 Private Parties Private Rooms Available Quirky Good Service Singles Scene Takeout Available Weekend Dining 
645,378B,Peking Garden,Boston,Good Decor Excellent Food $15-$30 Good Service 
646,379B,LAST HURRAH,Boston,American (Traditional) Classic Hotel Dining Good Decor Dancing Dining After the Theater Entertainment Good Food Grills Happy Hour Health Conscious Menus Late Night Menu $15-$30 Parking/Valet Private Parties Private Rooms Available Good Service Singles Scene Weekend Dining Wheelchair Access 
647,380B,Cambridge Sail Loft,Boston,American (Traditional) Cafe/Garden Dining Excellent Decor Dining Outdoors Excellent Food Hip Place To Be No Reservations $15-$30 Excellent Service Weekend Dining 
648,381B,RISTORANTE TOSCANO,Boston,Authentic Excellent Decor Extraordinary Food Fabulous Wine Lists Fine for Dining Alone Game Italian (Northern) $30-$50 Parking/Valet Private Parties Private Rooms Available Romantic Extraordinary Service Very Busy - Reservations a Must Weekend Dining 
649,382B,Chili's,Boston,Good Decor Good Food For the Young and Young at Heart Good for Younger Kids Health Conscious Menus Mexican No Reservations below $15 Good Service Southwestern Tex-Mex Weekend Dining Wheelchair Access 
650,383B,FLASH IN THE PAN,Boston,American (Contemporary) Excellent Decor Extraordinary Food $15-$30 Quirky Extraordinary Service Very Busy - Reservations a Must 
651,384B,HUNGRY I,Boston,American (Contemporary) Creative Cafe/Garden Dining Excellent Decor Dining Outdoors Extraordinary Food Game $30-$50 Private Parties Romantic Extraordinary Service Warm spots by the fire Weekend Dining 
652,385B,SALTY DOG,Boston,American (Traditional) Cafe/Garden Dining Good Decor Dining Outdoors Good Food For the Young and Young at Heart Great for People Watching No Reservations $15-$30 Private Parties Good Service Seafood Takeout Available Weekend Dining 
653,386B,Amarin II,Boston,Excellent Decor Excellent Food $15-$30 Excellent Service Takeout Available Thai Very Busy - Reservations a Must Weekend Dining Wheelchair Access 
654,387B,KING & I,Boston,Good Decor Excellent Food $15-$30 Private Parties Private Rooms Available Excellent Service Thai Weekend Dining 
655,388B,GYUHAMA,Boston,Business Scene Excellent Decor Extraordinary Food Japanese Late Night Menu $15-$30 Private Parties Private Rooms Available Excellent Service Takeout Available Weekend Dining 
656,389B,HAPPY HADDOCK,Boston,Credit cards are not accepted Fair Decor Dining After the Theater Excellent Food Good for Younger Kids Health Conscious Menus Late Night Menu No Reservations below $15 Private Parties Private Rooms Available Relaxed Senior Scene Good Service Seafood Takeout Available Weekend Dining Wheelchair Access 
657,390B,JOYCE CHEN,Boston,Catering for Special Events Chinese Good Decor Excellent Food For the Young and Young at Heart Good for Younger Kids $15-$30 Private Parties Private Rooms Available Excellent Service Weekend Dining Wheelchair Access 
658,391B,CIAOBELLA,Boston,Cafe/Garden Dining Excellent Decor Dining Outdoors Excellent Food Game Hip Place To Be Italian (Northern) $15-$30 Parking/Valet Good Service Traditional Very Busy - Reservations a Must Weekend Dining 
659,392B,L'OSTERIA,Boston,Good Decor Extraordinary Food Good for Younger Kids Italian (Northern) Italian (Southern) $15-$30 Romantic Excellent Service Takeout Available Wheelchair Access 
660,393B,Johnny D's,Boston,Good Decor Eclectic Entertainment Good Food Long Drive $15-$30 Quirky Good Service Weekend Dining 
661,394B,Oh Calcutta,Boston,Good Decor Excellent Food Indian $15-$30 Excellent Service Weekend Dining 
662,395B,COTTONWOOD CAFE,Boston,Extraordinary Decor Dining After the Theater Excellent Food Hip Place To Be Late Night Menu $15-$30 Private Parties Romantic Excellent Service Singles Scene Southwestern Weekend Dining Wheelchair Access 
663,396B,Shogun,Boston,Good Decor Excellent Food Good for Younger Kids Japanese No Smoking Allowed $15-$30 Good Service Weekend Dining 
664,397B,HARVARD STREET GRILL,Boston,American (Contemporary) Excellent Decor Eclectic Extraordinary Food Focus on Dessert Fountain and Ice Cream Game $30-$50 Extraordinary Service Very Busy - Reservations a Must Wheelchair Access 
665,398B,Bernardo's,Boston,Good Decor Early Dining Excellent Food Italian (Northern) No Smoking Allowed $15-$30 Pre-theater Dining Private Parties Private Rooms Available Excellent Service Weekend Dining Wheelchair Access 
666,399B,THAI HOUSE,Boston,Excellent Decor Extraordinary Food $15-$30 Excellent Service Thai Weekend Dining Wheelchair Access 
667,400B,TGI FRIDAY'S,Boston,Excellent Decor Eclectic Good Food Focus on Dessert For the Young and Young at Heart Fountain and Ice Cream Good for Younger Kids Happy Hour Health Conscious Menus Late Night Menu No Reservations $15-$30 Excellent Service Singles Scene Takeout Available Weekend Dining 
668,401B,Mimi's Chinese Grill,Boston,Chinese Good Decor Good Food $15-$30 Good Service 
669,402B,MASS BAY COMPANY,Boston,Business Scene Classic Hotel Dining Good Decor Excellent Food $15-$30 Relaxed Senior Scene Excellent Service Seafood Weekend Dining Wheelchair Access 
670,403B,OLIVES,Boston,Catering for Special Events Excellent Decor Near-perfect Food Fabulous Wine Lists Game Health Conscious Menus Hip Place To Be Italian (Northern) Late Night Menu No Reservations No Smoking Allowed $30-$50 Power Brokers Private Parties Excellent Service Weekend Dining Wheelchair Access 
671,404B,Black Forest Cafe,Boston,American (Contemporary) Catering for Special Events Good Decor Excellent Food Fine for Dining Alone Focus on Dessert For the Young and Young at Heart Fountain and Ice Cream $15-$30 Good Service Weekend Dining Wheelchair Access 
672,405B,"SPORTS DEPOT, THE",Boston,American (Traditional) Excellent Decor Good Food For the Young and Young at Heart Good for Younger Kids below $15 Good Service Singles Scene Weekend Dining Wheelchair Access 
673,406B,LUCIA'S RISTORANTE,Boston,Catering for Special Events Excellent Decor Excellent Food Fabulous Wine Lists Italian (Northern) Italian (Southern) $15-$30 Parking/Valet Private Parties Private Rooms Available Romantic Excellent Service Takeout Available Weekend Dining 
674,407B,Sfuzzi,Boston,Excellent Decor Excellent Food Focus on Dessert Fountain and Ice Cream Game Happy Hour Hip Place To Be Italian (Northern) $15-$30 Parking/Valet Private Parties Romantic Excellent Service Singles Scene Very Busy - Reservations a Must Weekend Dining Wheelchair Access 
675,408B,La Espanola,Boston,Cuban Good Decor Delivery Available Extraordinary Food Good for Younger Kids Health Conscious Menus No Reservations below $15 Private Parties Quirky Excellent Service Takeout Available Up and Coming Weekend Dining 
676,409B,Casa Elena,Boston,Good Decor Good Food Mexican $15-$30 Quirky Excellent Service South American Spanish Takeout Available Tex-Mex Wheelchair Access 
677,410B,Scullers Grille,Boston,Excellent Decor Excellent Food $15-$30 Excellent Service 
678,411B,Le Bellecoeur,Boston,Excellent Decor Excellent Food French Bistro $15-$30 Private Parties Romantic Excellent Service Takeout Available Weekend Dining Wheelchair Access 
679,412B,FIVE SEASONS,Boston,Excellent Decor Extraordinary Food Health Conscious Menus Health Food $15-$30 Excellent Service Takeout Available Vegetarian Weekend Dining 
680,413B,Nicole,Boston,Excellent Decor Extraordinary Food Game Italian (Northern) Italian (Southern) $15-$30 Private Parties Private Rooms Available Extraordinary Service Traditional Weekend Dining Wheelchair Access 
681,414B,EAST COAST GRILL,Boston,Bar-B-Q Cajun Caribbean Catering for Special Events Excellent Decor Extraordinary Food Grills Hip Place To Be No Reservations $15-$30 Quirky Excellent Service Takeout Available Wheelchair Access 
682,415B,TAKESHIMA,Boston,Excellent Decor Extraordinary Food For the Young and Young at Heart Good for Younger Kids Japanese $15-$30 Private Parties Relaxed Senior Scene Extraordinary Service Weekend Dining Wheelchair Access 
683,416B,"Winery, The (CLOSED)",Boston,Excellent Decor Good Food $15-$30 Private Parties Good Service Weekend Dining 
684,417B,Portugalia,Boston,Excellent Decor Dining After the Theater Excellent Food Good for Younger Kids Late Night Menu $15-$30 Portuguese Private Parties Excellent Service Takeout Available Warm spots by the fire Weekend Dining Wheelchair Access 
685,418B,Victoria Diner,Boston,American (Traditional) Good Decor Diners Dining After the Theater Excellent Food Good for Younger Kids Late Night Menu below $15 Private Parties Private Rooms Available Quirky Excellent Service Takeout Available Weekend Dining 
686,419B,Casablanca Restaurant,Boston,Good Decor Eclectic Good Food $15-$30 Good Service 
687,420B,Jae's Cafe and Grill,Boston,Good Decor Good Food Health Conscious Menus Health Food Korean Little Known But Well Liked $15-$30 Good Service Vegetarian Weekend Dining 
688,421B,The Spaghetti Club,Boston,Good Decor Dancing Good Food For the Young and Young at Heart Italian (Northern) No Reservations $15-$30 Private Parties Good Service Singles Scene Weekend Dining Wheelchair Access 
689,422B,G'VANNI'S,Boston,Excellent Decor Delivery Available Excellent Food Italian (Northern) Italian (Southern) Late Night Menu $15-$30 Private Parties Romantic Excellent Service Takeout Available Weekend Dining Wheelchair Access 
690,423B,La Summa,Boston,Good Decor Excellent Food Italian (Southern) $15-$30 Private Parties Private Rooms Available Relaxed Senior Scene Excellent Service 
691,424B,MAISON ROBERT,Boston,An Historic Spot Business Scene Cafe/Garden Dining Catering for Special Events Extraordinary Decor Dining Outdoors Extraordinary Food Fabulous Wine Lists Fine for Dining Alone French Classic Game Good Out of Town Business Happy Hour Need To Dress $30-$50 Parking/Valet Power Brokers Private Parties Private Rooms Available Romantic Extraordinary Service 
692,425B,MIYAKO,Boston,Good Decor Extraordinary Food Japanese $15-$30 Extraordinary Service Takeout Available Weekend Dining 
693,426B,SANTARPIO'S PIZZA,Boston,Bar-B-Q Credit cards are not accepted Fair Decor Extraordinary Food For the Young and Young at Heart Good for Younger Kids Late Night Menu below $15 Pizza Quirky Good Service Wheelchair Access 
694,427B,GIANNINO'S,Boston,Cafe/Garden Dining Excellent Decor Dining Outdoors Excellent Food Focus on Dessert Fountain and Ice Cream Great for People Watching Italian (Northern) $15-$30 Excellent Service Weekend Dining Wheelchair Access 
695,428B,On the Square,Boston,Business Scene Catering for Special Events Extraordinary Decor Extraordinary Food Fabulous Wine Lists Fine for Dining Alone Game Italian (Northern) Italian Nuova Cucina Little Known But Well Liked $30-$50 Private Parties Private Rooms Available Relaxed Senior Scene Excellent Service Weekend Dining Wheelchair Access 
696,429B,COPLEY'S,Boston,American (Traditional) Classic Hotel Dining Extraordinary Decor Extraordinary Food Focus on Dessert For the Young and Young at Heart Fountain and Ice Cream $30-$50 Private Parties Private Rooms Available Relaxed Senior Scene Extraordinary Service Warm spots by the fire Weekend Dining Wheelchair Access 
697,430B,Saraceno's,Boston,Excellent Decor Extraordinary Food Italian (Southern) $15-$30 Relaxed Senior Scene Extraordinary Service Weekend Dining Wheelchair Access 
698,431B,CALLAHAN'S,Boston,Credit cards are not accepted Fair Decor Good Food $15-$30 Private Parties Private Rooms Available Good Service Seafood Steakhouses Weekend Dining Wheelchair Access 
699,432B,Cafe de Paris,Boston,A Good Decor Good Food Fine for Dining Alone Focus on Dessert For the Young and Young at Heart Fountain and Ice Cream Good for Younger Kids N below $15 Good Service Wheelchair Access 
700,433B,REBECCA'S,Boston,Catering for Special Events Good Decor Deli Delivery Available Eclectic Excellent Food Fine for Dining Alone Focus on Dessert Fountain and Ice Cream Game Hip Place To Be Open for Breakfast $15-$30 Excellent Service Takeout Available Weekend Dining 
701,434B,Dockside,Boston,Good Decor Eclectic Good Food below $15 Private Rooms Available Good Service 
702,435B,JOE TECCE'S,Boston,Good Decor Excellent Food Italian (Northern) Italian (Southern) $15-$30 Private Parties Private Rooms Available Relaxed Senior Scene Excellent Service Takeout Available Weekend Dining Wheelchair Access 
703,436B,Mother Anna's,Boston,Excellent Decor Extraordinary Food Italian (Northern) Italian (Southern) $15-$30 Private Parties Private Rooms Available Excellent Service Takeout Available Weekend Dining 
704,437B,PARKER'S,Boston,American (Traditional) Business Scene Classic Hotel Dining Extraordinary Decor Delivery Available Entertainment Extraordinary Food Fabulous Wine Lists Game Good Out of Town Business Happy Hour Health Conscious Menus Need To Dress Open for Breakfast $30-$50 Parking/Valet Power Brokers Private Parties Private Rooms Available Relaxed Senior Scene Romantic Extraordinary Service Traditional Weekend Dining Wheelchair Access 
705,0C,Moti Mahal,Chicago,Buffet Dining Carry in Wine and Beer Fair Decor Excellent Food Indian No Reservations below $15 Good Service Short Drive 
706,1C,Village,Chicago,After Hours Dining Cab Extraordinary Decor Excellent Food Italian Late Night Menu $15-$30 Parking/Valet Private Parties Private Rooms Available Relaxed Senior Scene Excellent Service Weekend Brunch 
707,2C,Millrose Brewing Company,Chicago,American (Traditional) Extraordinary Decor Excellent Food Long Drive $15-$30 Parking/Valet Private Parties Private Rooms Available Pub Feel Excellent Service See the Game Singles Scene Weekend Brunch 
708,3C,Dover Straits,Chicago,Excellent Decor Excellent Food Long Drive $15-$30 Parking/Valet Pre-theater Dining Excellent Service Seafood Weekend Brunch 
709,4C,Eat Your Hearts Out,Chicago,Creative Excellent Decor Excellent Food Health Conscious Menus Health Food $15-$30 Quirky Excellent Service Short Drive Weekend Brunch 
710,5C,Pizzeria Uno & Due,Chicago,After Hours Dining Cab Good Decor Extraordinary Food For the Young and Young at Heart Good for Younger Kids Late Night Menu No Reservations below $15 Pizza Good Service Weekend Brunch 
711,6C,Trattoria Franco,Chicago,Good Decor Good Food Italian Little Known But Well Liked $15-$30 Good Service Short Drive 
712,7C,Little Bucharest,Chicago,After Hours Dining Good Decor Good Food Late Night Menu $15-$30 Relaxed Senior Scene Roumanian Excellent Service Short Drive Weekend Brunch 
713,8C,Pattaya,Chicago,Cab Fair Decor Good Food below $15 Excellent Service Thai 
714,9C,House of Hunan,Chicago,Buffet Dining Business Scene Cab Chinese Good Decor Excellent Food $15-$30 Private Parties Private Rooms Available Excellent Service 
715,10C,Morton's of Chicago,Chicago,Business Scene Excellent Decor Extraordinary Food Good Out of Town Business Hip Place To Be Long Drive $30-$50 Parking/Valet Power Brokers Private Parties Private Rooms Available Extraordinary Service Steakhouses Very Busy - Reservations a Must Weekend Brunch 
716,11C,Jezebel,Chicago,Excellent Decor Excellent Food Italian Mediterranean $15-$30 Parking/Valet Quiet for Conversation Romantic Excellent Service Short Drive Weekend Brunch 
717,12C,Capri,Chicago,Fair Decor Excellent Food Italian Long Drive $15-$30 Parking/Valet Good Service Weekend Brunch 
718,13C,Don Roth's,Chicago,American (Traditional) Excellent Decor Dining Outdoors Excellent Food Long Drive $15-$30 Parking/Valet Excellent Service Walk Weekend Brunch 
719,14C,Tucci Benucch,Chicago,Cab Excellent Decor Excellent Food Italian $15-$30 Pizza Private Parties Private Rooms Available Excellent Service Weekend Brunch 
720,15C,Rim Klong,Chicago,Good Decor Excellent Food below $15 Excellent Service Short Drive Thai 
721,16C,Four Farthings Tavern & Grill,Chicago,American (New) American (Traditional) Buffet Dining Excellent Decor Dining Outdoors Excellent Food $15-$30 Place for Singles Pub Feel Excellent Service See the Game Short Drive Singles Scene Weekend Brunch 
722,17C,Skip's Other Place,Chicago,American (Traditional) Good Decor Excellent Food Good for Younger Kids Long Drive $15-$30 Parking/Valet Private Parties Private Rooms Available Relaxed Senior Scene Excellent Service Steakhouses Weekend Brunch 
723,18C,Papa Milano,Chicago,Cab Good Decor Excellent Food Italian $15-$30 Relaxed Senior Scene Good Service Weekend Brunch 
724,19C,Gladys Luncheonette,Chicago,Fair Decor Extraordinary Food Little Known But Well Liked No Liquor Served Open for Breakfast below $15 Parking/Valet Excellent Service Short Drive Soulfood Southern Weekend Brunch 
725,20C,Harry's Velvet Room,Chicago,After Hours Dining American (Traditional) Cab Good Decor Good Food Italian Late Night Menu $15-$30 Quiet for Conversation Romantic Good Service 
726,21C,Jaxx,Chicago,Business Scene Cab Classic Hotel Dining Continental Extraordinary Decor Dining Outdoors English Excellent Food $30-$50 Parking/Valet Private Parties Private Rooms Available Excellent Service Weekend Brunch 
727,22C,Bangkok Star,Chicago,Good Decor Excellent Food below $15 Excellent Service Short Drive Thai 
728,23C,Cafe,Chicago,After Hours Dining American (New) Business Scene Cab Classic Hotel Dining Extraordinary Decor Extraordinary Food Late Night Menu Little Known But Well Liked $15-$30 Parking/Valet Near-perfect Service Weekend Brunch 
729,24C,Timbers Charhouse,Chicago,American (Traditional) Excellent Decor Excellent Food Good for Younger Kids Long Drive $15-$30 Parking/Valet Excellent Service Weekend Brunch 
730,25C,El Jardin,Chicago,Good Decor Dining Outdoors Good Food Margaritas Mexican $15-$30 People Keep Coming Back Good Service Short Drive Weekend Brunch 
731,26C,Signature Room at the 95th,Chicago,American (New) Buffet Dining Business Scene Cab Extraordinary Decor Dancing Entertainment Excellent Food Good Out of Town Business Great Place to Meet for a Drink $30-$50 Parking/Valet Romantic Excellent Service 
732,27C,DINING ROOM,Chicago,Business Scene Cab Classic Hotel Dining Near-perfect Decor Near-perfect Food French (New) Game Good Out of Town Business Health Conscious Menus Need To Dress over $50 Parking/Valet Pre-theater Dining Prix Fixe Menus Romantic Near-perfect Service Very Busy - Reservations a Must 
733,28C,Hamburger Hamlet,Chicago,Cab Good Decor Good Food For the Young and Young at Heart Good for Younger Kids Hamburgers below $15 People Keep Coming Back Good Service Weekend Brunch 
734,29C,Petros Dianna's,Chicago,Excellent Decor Good Food Greek $15-$30 Parking/Valet Private Parties Private Rooms Available Good Service Short Drive Weekend Brunch 
735,30C,Waterfront,Chicago,After Hours Dining Cab Excellent Decor Excellent Food Late Night Menu $15-$30 Excellent Service Seafood Weekend Brunch 
736,31C,Walter's,Chicago,American (Traditional) Excellent Decor Extraordinary Food Little Known But Well Liked Long Drive $30-$50 Private Parties Private Rooms Available Quiet for Conversation Romantic Excellent Service Seafood 
737,32C,Thai Touch,Chicago,Good Decor Extraordinary Food $15-$30 Relaxed Senior Scene Excellent Service Short Drive Thai 
738,33C,Silk Mandarin,Chicago,Creative Chinese Excellent Decor Excellent Food Long Drive $15-$30 Excellent Service 
739,34C,Mambo Grill,Chicago,Authentic After Hours Dining Cab Excellent Decor Excellent Food Late Night Menu $15-$30 Place for Singles Excellent Service Spanish Tapas Weekend Brunch 
740,35C,L'Olive,Chicago,Good Decor Good Food Middle Eastern Moroccan $15-$30 Good Service Short Drive Weekend Brunch 
741,36C,Sukumvit Cafe,Chicago,Creative Cab Carry in Wine and Beer Poor Decor Excellent Food below $15 Fair Service Thai 
742,37C,Little Spain,Chicago,Good Decor Dancing Entertainment Extraordinary Food Little Known But Well Liked $15-$30 Relaxed Senior Scene Excellent Service Short Drive Spanish Weekend Brunch 
743,38C,Shaw's Deerfield,Chicago,Business Scene Excellent Decor Excellent Food Long Drive $15-$30 Parking/Valet Private Parties Private Rooms Available Excellent Service Seafood Very Busy - Reservations a Must Weekend Brunch 
744,39C,Sylviano's,Chicago,Good Decor Good Food Italian Long Drive $15-$30 Good Service 
745,40C,Rico's,Chicago,Cab Excellent Decor Excellent Food Italian $15-$30 Parking/Valet Private Parties Private Rooms Available Excellent Service Weekend Brunch 
746,41C,Kennessey's Cypress,Chicago,Continental Excellent Decor Excellent Food Long Drive $15-$30 Parking/Valet Relaxed Senior Scene Excellent Service Traditional 
747,42C,Jia's,Chicago,Chinese Good Decor Excellent Food $15-$30 Relaxed Senior Scene Excellent Service Short Drive Weekend Brunch 
748,43C,Jilly's Cafe,Chicago,American (Traditional) An Out Of The Way Find Continental Excellent Decor Excellent Food Game Long Drive $15-$30 Quiet for Conversation Romantic Excellent Service Weekend Brunch 
749,44C,Sarkis Grill,Chicago,American (Traditional) Coffee Shops Good Decor Diners Excellent Food For the Young and Young at Heart Good for Younger Kids Long Drive Open for Breakfast below $15 Parking/Valet Quirky Excellent Service Weekend Brunch 
750,45C,Shilla,Chicago,Good Decor Excellent Food Korean $15-$30 Parking/Valet Good Service Short Drive 
751,46C,I Tre Merli,Chicago,Business Scene Cab Excellent Decor Dining Outdoors Excellent Food Good Out of Town Business Great Place to Meet for a Drink Great for People Watching Italian $15-$30 Parking/Valet Good Service Weekend Brunch 
752,47C,Dionne's,Chicago,An Out Of The Way Find Extraordinary Decor Near-perfect Food French Little Known But Well Liked Long Drive Need To Dress $15-$30 Romantic Extraordinary Service Walk 
753,48C,Ristorante Italia,Chicago,Good Decor Excellent Food Italian $15-$30 Good Service Short Drive Weekend Brunch 
754,49C,P.J. Clarke's,Chicago,American (Traditional) Cab Good Decor Good Food $15-$30 Place for Singles Private Parties Private Rooms Available Pub Feel Good Service See the Game Singles Scene Weekend Brunch 
755,50C,Houston's,Chicago,American (Traditional) Business Scene Cab Classic Hotel Dining Excellent Decor Excellent Food $15-$30 Place for Singles Excellent Service Weekend Brunch 
756,51C,Star of Siam,Chicago,Cab Good Decor Excellent Food below $15 Good Service Thai 
757,52C,BISTRO 110,Chicago,Business Scene Cab Excellent Decor Dining Outdoors Extraordinary Food French Bistro Game Great Place to Meet for a Drink Hip Place To Be $15-$30 Parking/Valet Excellent Service Weekend Brunch 
758,53C,Bones,Chicago,American (Traditional) Bar-B-Q Good Decor Excellent Food Long Drive $15-$30 Parking/Valet Private Parties Private Rooms Available Excellent Service Weekend Brunch 
759,54C,Goose Island Brewing Co.,Chicago,American (New) Good Decor Good Food below $15 Parking/Valet People Keep Coming Back Place for Singles Private Parties Private Rooms Available Pub Feel Good Service See the Game Short Drive Singles Scene Weekend Brunch 
760,55C,Kanval Palace,Chicago,Buffet Dining Good Decor Excellent Food Indian $15-$30 Excellent Service Short Drive 
761,56C,Avanti Populo,Chicago,Excellent Decor Dining Outdoors Excellent Food Great for People Watching Italian $15-$30 Parking/Valet Private Parties Private Rooms Available Good Service Short Drive Weekend Brunch 
762,57C,Bella Vista,Chicago,Extraordinary Decor Excellent Food Italian $15-$30 Parking/Valet Private Parties Private Rooms Available Excellent Service Short Drive Weekend Brunch 
763,58C,Mirabell,Chicago,Austrian Continental Excellent Decor Excellent Food $15-$30 Private Parties Private Rooms Available Relaxed Senior Scene Excellent Service Short Drive Traditional 
764,59C,Ha Mien,Chicago,Fair Decor Excellent Food below $15 Good Service Short Drive Vietnamese 
765,60C,Planet Hollywood,Chicago,After Hours Dining American (New) Cab Excellent Decor Good Food For the Young and Young at Heart Great for People Watching Hip Place To Be Late Night Menu No Reservations $15-$30 Parking/Valet People Keep Coming Back Place for Singles Private Parties Private Rooms Available Pub Feel Good Service See the Game Singles Scene Traditional Tourist Appeal Weekend Brunch 
766,61C,Mity Nice Grill,Chicago,American (New) American (Traditional) Cab Excellent Decor Excellent Food Good for Younger Kids $15-$30 Private Parties Private Rooms Available Relaxed Senior Scene Excellent Service Weekend Brunch 
767,62C,Yvette Wintergarden,Chicago,Cab Excellent Decor Dancing Entertainment Excellent Food French Bistro Great Place to Meet for a Drink $15-$30 Private Parties Private Rooms Available Romantic Excellent Service 
768,63C,ARUN'S,Chicago,Extraordinary Decor Near-perfect Food Good Out of Town Business Hip Place To Be Long Drive $30-$50 Extraordinary Service Thai Very Busy - Reservations a Must 
769,64C,Original A-1 Border Beanery,Chicago,Cab Excellent Decor Excellent Food For the Young and Young at Heart Good for Younger Kids $15-$30 Private Parties Private Rooms Available Excellent Service Tex-Mex Weekend Brunch 
770,65C,Half Shell,Chicago,After Hours Dining Good Decor Excellent Food Late Night Menu No Reservations $15-$30 Good Service Seafood Short Drive Weekend Brunch 
771,66C,Thai Classic,Chicago,Carry in Wine and Beer Excellent Decor Extraordinary Food below $15 Excellent Service Short Drive Thai 
772,67C,Red Apple,Chicago,Fair Decor Excellent Food No Reservations No Smoking Allowed below $15 Parking/Valet Polish Relaxed Senior Scene Good Service Short Drive Weekend Brunch 
773,68C,Edwardo's Natural Pizza,Chicago,Cab Good Decor Excellent Food For the Young and Young at Heart Good for Younger Kids No Reservations below $15 Pizza Good Service Weekend Brunch 
774,69C,Toulouse on the Park,Chicago,Extraordinary Decor Excellent Food French (New) Need To Dress $30-$50 Parking/Valet Quiet for Conversation Romantic Extraordinary Service Short Drive Up and Coming Very Busy - Reservations a Must 
775,70C,Old Barn,Chicago,Excellent Decor Excellent Food Long Drive $15-$30 Parking/Valet Private Parties Private Rooms Available Relaxed Senior Scene Excellent Service Seafood Steakhouses Weekend Brunch 
776,71C,Happi Sushi,Chicago,Good Decor Excellent Food Japanese $15-$30 Parking/Valet Excellent Service Short Drive 
